"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"346","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168969","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","26-May-2025","Shiv Kumar","Payment Success","108338"
"347","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168969","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","57695"
"348","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168970","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"349","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168970","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"350","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168979","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"351","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168979","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"352","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168980","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"353","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168980","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"354","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168981","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"355","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168981","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"356","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168982","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"357","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168982","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"358","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168983","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"359","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168983","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"360","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168984","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"361","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168984","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"362","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168987","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"363","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168987","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"364","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168989","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"365","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168989","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"366","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168990","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"367","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168990","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"368","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168991","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"369","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168991","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"370","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168994","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"371","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168994","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"372","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168995","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"373","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168995","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"374","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168996","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"375","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168996","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"376","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168997","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"377","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168997","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"378","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168998","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"379","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168998","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"380","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168999","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"381","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168999","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"382","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169000","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"383","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169000","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"384","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169001","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"385","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169001","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"386","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169002","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"387","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169002","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"388","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169003","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"389","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169003","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"390","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169018","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"391","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169018","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"392","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169019","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"393","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169019","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"394","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169020","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"395","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169020","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"396","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169021","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"397","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169021","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"398","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169022","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"399","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169022","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"400","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169023","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"401","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169023","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"402","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169024","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"403","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169024","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"404","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169025","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"405","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169025","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"406","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169026","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"407","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169026","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"408","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169027","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"409","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169027","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"410","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169042","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","25-Jun-2025","Shiv Kumar","Payment Success","108349"
"411","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169042","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"412","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169043","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","25-Jun-2025","Shiv Kumar","Payment Success","108349"
"413","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169043","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"414","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169044","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","25-Jun-2025","Shiv Kumar","Payment Success","108349"
"415","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169044","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"416","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169045","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","25-Jun-2025","Shiv Kumar","Payment Success","108349"
"417","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169045","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"418","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169046","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","25-Jun-2025","Shiv Kumar","Payment Success","108349"
"419","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169046","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"420","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169047","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","25-Jun-2025","Shiv Kumar","Payment Success","108349"
"421","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169047","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"422","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169048","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","25-Jun-2025","Shiv Kumar","Payment Success","108349"
"423","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169048","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"424","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169049","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","25-Jun-2025","Shiv Kumar","Payment Success","108349"
"425","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169049","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"426","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169050","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","25-Jun-2025","Shiv Kumar","Payment Success","108349"
"427","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169050","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"428","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169051","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","25-Jun-2025","Shiv Kumar","Payment Success","108349"
"429","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169051","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"430","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169054","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","25-Jun-2025","Shiv Kumar","Payment Success","108349"
"431","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169054","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"432","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169055","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","25-Jun-2025","Shiv Kumar","Payment Success","108349"
"433","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169055","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"434","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169056","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","25-Jun-2025","Shiv Kumar","Payment Success","108349"
"435","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169056","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"436","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169057","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","25-Jun-2025","Shiv Kumar","Payment Success","108349"
"437","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169057","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"438","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169058","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","25-Jun-2025","Shiv Kumar","Payment Success","108349"
"439","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169058","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"440","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169059","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","26-May-2025","Shiv Kumar","Payment Success","108338"
"441","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169059","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","57695"
"442","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169060","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","26-May-2025","Shiv Kumar","Payment Success","108338"
"443","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169060","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","57695"
"444","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169061","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","26-May-2025","Shiv Kumar","Payment Success","108338"
"445","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169061","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","57695"
"446","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169062","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","26-May-2025","Shiv Kumar","Payment Success","108338"
"447","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169062","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","57695"
"448","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169063","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","26-May-2025","Shiv Kumar","Payment Success","108338"
"449","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169063","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","57695"
"450","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169071","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","26-May-2025","Shiv Kumar","Payment Success","108338"
"451","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169071","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","57695"
"452","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169072","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","26-May-2025","Shiv Kumar","Payment Success","108338"
"453","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169072","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","57695"
"454","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169073","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"455","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169073","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"456","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169074","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"457","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169074","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"458","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169075","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"459","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169075","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
"460","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169076","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","12-Jul-2025","Shiv Kumar","Payment Success","108349"
"461","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169076","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","22-Sep-2025","Shiv Kumar","Payment Success","57701"
"462","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169077","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","28-Jun-2025","Shiv Kumar","Payment Success","114040"
"463","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/169077","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","51993"
