"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"194","Normal/Others","WS/MP015/2025-2026/204271-Construction of bus-sheds or bus-stops","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Construction of Bus shelter at Puluthikulam village in Puluthikulam Panchyat.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","21-Jan-2026","549406"
"195","Normal/Others","WS/MP015/2025-2026/204279-Construction of bus-sheds or bus-stops","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Construction of Bus shelter at Kothiyarkottai village in Karungudi Panchyat","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","21-Jan-2026","547873"
"196","Normal/Others","WS/MP015/2025-2026/203220-Construction of bus-sheds or bus-stops","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Construction of Bus shelter at M.Thoori Thevar Nagar ward no.11 in Mudukulathur Town Panchayat","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","22-Jan-2026","550000"
"197","Normal/Others","WS/MP015/2025-2026/254285-Setting up of laboratories","Tamil Nadu","Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA)","Supply of Lab Equipments to Govt Higher Secondary SchoolEdapalayamward no05Koliyanur Panchayat Union","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","11-Feb-2026","625000"
"198","Normal/Others","WS/MP015/2025-2026/254286-Setting up of laboratories","Tamil Nadu","Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA)","Supply of Lab Equipments to Govt Higher Secondary SchoolKandamanadiward no04 Koliyanur Panchayat Union","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","11-Feb-2026","625000"
"199","Normal/Others","WS/MP015/2025-2026/254287-Setting up of laboratories","Tamil Nadu","Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA)","Supply of Lab Equipments to Govt Higher Secondary SchoolThirukkaiward no20 Kanai Panchayat Union","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","11-Feb-2026","625000"
"200","Normal/Others","WS/MP015/2025-2026/254288-Setting up of laboratories","Tamil Nadu","Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA)","Supply of Lab Equipments to Govt Higher Secondary SchoolKonur ward no06 Kanai Panchayat Union","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","11-Feb-2026","625000"
"201","Normal/Others","WS/MP015/2025-2026/253740-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Tamil Nadu","TENKASI(DISTRICT COLLECTOR TENKASI_IDA)","Construction of body wall and apron in surplus weir of  Sayamalai tank at sayamalai village in kuruvikulam union  Tenkasi  District","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","23-Feb-2026","2489653"
"202","Normal/Others","WS/MP015/2025-2026/253741-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Tamil Nadu","TENKASI(DISTRICT COLLECTOR TENKASI_IDA)","Construction of flood production wall in surplus weir of Sayamalai tank at sayamalai village in kuruvikulam union  Tenkasi  District","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","23-Feb-2026","2496602"
"203","Normal/Others","WS/MP015/2025-2026/253743-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Tamil Nadu","TENKASI(DISTRICT COLLECTOR TENKASI_IDA)","Construction of flood production wall in weir No.1 in Echantha periyakulam tank Echantha village in Melaneelidanallur union, Tenkasi  District","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","23-Feb-2026","2482652"
"204","Normal/Others","WS/MP015/2025-2026/253742-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Tamil Nadu","TENKASI(DISTRICT COLLECTOR TENKASI_IDA)","Constructio of cut off wall and apron in weir no.2 in echantha periyakulam tank.in echantha village","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","23-Feb-2026","2472600"
"205","Normal/Others","WS/MP015/2025-2026/204272-Construction of bus-sheds or bus-stops","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Construction of Bus shelter at Melakannicheri village in Melakannicheri Panchyat.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","24-Mar-2026","549290"
"206","Normal/Others","WS/MP015/2026-2027/218537-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Providing paver block,culvert at sangaranppan patti.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","14-May-2026","1996231"
"207","Normal/Others","WS/MP162/2023-2024/65656-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","Tamil Nadu","THANJAVUR(DISTRICT COLLECTOR THANJAVUR_IDA)","Construction of Public Waiting Hall, Toilet and Canteen at Government Head Hospital Complex, Kumbakonam","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","23-Jun-2025","39955654"
"208","Normal/Others","WS/MP162/2023-2024/68242-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Provinding Bituminous Macadam Road at Cross Street in Thirumala Town ship, Thiruppalai Madurai District (Word No.7)","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","25-Jan-2024","998048"
"209","Normal/Others","WS/MP162/2023-2024/68248-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Provinding Bituminous Macadam Road at Main road West Side  in Sope Nagar, Thiruppalai, Madurai District (Word No.7)","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","25-Jan-2024","998032"
"210","Normal/Others","WS/MP162/2023-2024/68253-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Provinding Bituminous Macadam Road at Main road West Side  in Thirumala Town Ship, Thiruppalai, Madurai District (Word No.7)","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","25-Jan-2024","998693"
"211","Normal/Others","WS/MP162/2023-2024/68238-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Provinding Bituminous Macadam Road at main road east side in Thirumala Town Ship, Thiruppalai. Madurai District (Word No.7)","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","25-Jan-2024","998040"
"212","Normal/Others","WS/MP162/2023-2024/65690-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Provinding Bituminous Macadam Road at main road east side in Sope Nagar, Thiruppalai, Madurai District (Word No.7)","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","25-Jan-2024","998201"
"213","Normal/Others","WS/MP162/2023-2024/73838-Street lights","Tamil Nadu","NAGAPATTINAM(DISTRICT COLLECTOR NAGAPATTINAM_4)","Nagapattinam District, Tirukuwela Panchayat Tirukuwela South Street and Lower Street Decorative Street Lighting Park Works","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","04-Mar-2024","1890616"
"214","Normal/Others","WS/MP162/2023-2024/68418-Construction of bus-sheds or bus-stops","Tamil Nadu","KALLAKURICHI(District Collector Kallakurichi_IDA)","Constructions of bus Shelter at Manalurpettai Road Koovanur Junctions in Koovanur panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","N/A","21-Nov-2025","599922"
"215","Normal/Others","WS/MP162/2023-2024/68420-Construction of culverts and bridges","Tamil Nadu","KALLAKURICHI(District Collector Kallakurichi_IDA)","Constructions of RCC culvert at (1.5)at Koovanur village play Ground near Koovanur Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","N/A","21-Nov-2025","599693"
"216","Normal/Others","WS/MP162/2023-2024/68422-Construction of culverts and bridges","Tamil Nadu","KALLAKURICHI(District Collector Kallakurichi_IDA)","Constructions of RCC culvert (1.5m) at Mariyamman kovil Street, Koovanur  Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","N/A","21-Nov-2025","597954"
"217","Normal/Others","WS/MP162/2023-2024/68415-Construction of community centers and community halls","Tamil Nadu","KALLAKURICHI(District Collector Kallakurichi_IDA)","Constructions of PDS shop in Koovanur Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","N/A","21-Nov-2025","1399185"
"218","Normal/Others","WS/MP162/2023-2024/68270-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Provinding Bituminous Macadam Road at Bharathi Nagar Main road North Side in Anadarkottaram Village, Madurai District.","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","12-Apr-2024","998182"
"219","Normal/Others","WS/MP162/2023-2024/68273-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Provinding Bituminous Macadam Road at Kamatchi Amman Kovil Veethi North Side in K.P. Yenthal,  Andarkottaram Village, Madurai District.","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","12-Apr-2024","997882"
"220","Normal/Others","WS/MP162/2023-2024/68274-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Provinding Bituminous Macadam Road at AD Colony Road East Side in Ayyanar Nagar, Andarkottaram Village, Madurai District.","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","24-Apr-2024","997746"
"221","Normal/Others","WS/MP162/2023-2024/68294-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Provinding Bituminous Macadam Road at AD Colony Rode West Side in Ayyanar Nagar,  Andarkottaram Village, Madurai District.","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","25-Apr-2024","997798"
"222","Normal/Others","WS/MP162/2023-2024/68280-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Provinding Bituminous Macadam Road at West 1st Street in Angayarkanni Nagar, K.P. Yenthal,  Andarkottaram Village, Madurai District.","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","25-Apr-2024","998758"
"223","Normal/Others","WS/MP162/2023-2024/68282-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Provinding Bituminous Macadam Road at West 2nd Street in Angayarkanni Nagar, K.P. Yenthal,  Andarkottaram Village, Madurai District.","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","25-Apr-2024","997736"
"224","Normal/Others","WS/MP162/2023-2024/68284-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Provinding Bituminous Macadam Road at West 3rd Street in Angayarkanni Nagar, K.P. Yenthal,  Andarkottaram Village, Madurai District.","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","26-Apr-2024","998574"
"225","Normal/Others","WS/MP162/2023-2024/68287-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Provinding Bituminous Macadam Road at East 1st Street in Angayarkanni Nagar, K.P. Yenthal,  Andarkottaram Village, Madurai District.","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","26-Apr-2024","998002"
"226","Normal/Others","WS/MP162/2023-2024/68293-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Provinding Bituminous Macadam Road at Kamatchi Amman Kovil Veethi South Side in K.P. Yenthal,  Andarkottaram Village, Madurai District.","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","26-Apr-2024","998038"
"227","Normal/Others","WS/MP162/2023-2024/68295-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Provinding Bituminous Macadam Road at Bharathi Nagar Main Road South Side in Andarkottaram Village, Madurai District.","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","26-Apr-2024","998362"
"228","Normal/Others","WS/MP162/2023-2024/68424-Providing drains and gutters for public drainage","Tamil Nadu","KALLAKURICHI(District Collector Kallakurichi_IDA)","Constructions of Drainage With Vertical Filter at Colony Main Road at Karuppan kuttai, Kovanur Panchayat (60m)","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","N/A","21-Nov-2025","429923"
"229","Normal/Others","WS/MP162/2023-2024/68421-Construction of culverts and bridges","Tamil Nadu","KALLAKURICHI(District Collector Kallakurichi_IDA)","Constructions of RCC culvert at Colony Main road, Koovanur  Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","N/A","06-Jun-2024","592520"
"230","Normal/Others","WS/MP162/2023-2024/68423-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","KALLAKURICHI(District Collector Kallakurichi_IDA)","Providing Cement Concrete Road (281m) at Murugan kovil Street, Koovanur Panchayat","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","N/A","06-Jun-2024","834875"
"231","Normal/Others","WS/MP162/2023-2024/61773-Construction of stadiums","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Constructions Of New Indoor Ground With Galvano Aluminium Sheet Roofing In volleyball ground with multipurpose Wooden Flooring in Lady Doak Collage, Madurai","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","N/A","14-Nov-2024","10976847"
"232","Normal/Others","WS/MP162/2024-2025/141490-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 1st Street in Vasantha Babu Nagar,Arumbanur Village, Madurai District.","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","N/A","24-Dec-2024","995366"
"233","Normal/Others","WS/MP162/2024-2025/141608-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 2nd Street in Vasantha Babu Nagar,Arumbanur Village, Madurai District.","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","N/A","24-Dec-2024","996154"
"234","Normal/Others","WS/MP162/2024-2025/141610-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 3rd Street in Vasantha Babu Nagar,Arumbanur Village, Madurai District.","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","24-Dec-2024","996658"
"235","Normal/Others","WS/MP162/2024-2025/141873-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Cross Street in Vasantha Babu Nagar,Arumbanur Village, Madurai District.","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","N/A","24-Dec-2024","995492"
"236","Normal/Others","WS/MP162/2024-2025/141874-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Meenakshi Ambal Nagar Street in Arumbanur Village, Madurai District.","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","N/A","24-Dec-2024","995826"
"237","Normal/Others","WS/MP162/2024-2025/141875-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 1st Street in Alagumalayan Nagar, Arumbanur Village, Madurai District.","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","N/A","29-Dec-2024","996469"
"238","Normal/Others","WS/MP162/2024-2025/141886-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 2nd Street in Alagumalayan Nagar, Arumbanur Village, Madurai District.","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","N/A","31-Dec-2024","994717"
