"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"905","Normal/Others","WS/MP190/2023-2024/1921-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"906","Normal/Others","WS/MP190/2023-2024/1925-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"907","Normal/Others","WS/MP190/2023-2024/1924-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"908","Normal/Others","WS/MP190/2023-2024/1923-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"909","Normal/Others","WS/MP190/2023-2024/1929-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"910","Normal/Others","WS/MP190/2023-2024/1928-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"911","Normal/Others","WS/MP190/2023-2024/1927-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"912","Normal/Others","WS/MP190/2023-2024/1926-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"913","Normal/Others","WS/MP190/2023-2024/1930-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"914","Normal/Others","WS/MP190/2023-2024/1944-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","28-Jun-2025","243000"
"915","Normal/Others","WS/MP190/2023-2024/1945-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"916","Normal/Others","WS/MP190/2023-2024/1943-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"917","Normal/Others","WS/MP190/2023-2024/1942-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"918","Normal/Others","WS/MP190/2023-2024/1948-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"919","Normal/Others","WS/MP190/2023-2024/1947-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"920","Normal/Others","WS/MP190/2023-2024/1946-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"921","Normal/Others","WS/MP190/2023-2024/1953-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"922","Normal/Others","WS/MP190/2023-2024/1952-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"923","Normal/Others","WS/MP190/2023-2024/1951-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"924","Normal/Others","WS/MP190/2023-2024/1950-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","28-Jun-2025","243000"
"925","Normal/Others","WS/MP190/2023-2024/1949-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"926","Normal/Others","WS/MP190/2023-2024/1974-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"927","Normal/Others","WS/MP190/2023-2024/1977-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","28-Jun-2025","243000"
"928","Normal/Others","WS/MP190/2023-2024/1976-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","28-Jun-2025","243000"
"929","Normal/Others","WS/MP190/2023-2024/1975-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"930","Normal/Others","WS/MP190/2023-2024/1984-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"931","Normal/Others","WS/MP190/2023-2024/1983-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"932","Normal/Others","WS/MP190/2023-2024/1982-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"933","Normal/Others","WS/MP190/2023-2024/1981-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"934","Normal/Others","WS/MP190/2023-2024/1980-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"935","Normal/Others","WS/MP190/2023-2024/1979-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"936","Normal/Others","WS/MP190/2023-2024/1978-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"937","Normal/Others","WS/MP190/2023-2024/1986-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"938","Normal/Others","WS/MP190/2023-2024/1985-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"939","Normal/Others","WS/MP190/2023-2024/2081-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"940","Normal/Others","WS/MP190/2023-2024/2080-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"941","Normal/Others","WS/MP190/2023-2024/2079-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"942","Normal/Others","WS/MP190/2023-2024/2083-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"943","Normal/Others","WS/MP190/2023-2024/2082-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"944","Normal/Others","WS/MP190/2023-2024/2088-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"945","Normal/Others","WS/MP190/2023-2024/2087-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast lghit","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"946","Normal/Others","WS/MP190/2023-2024/2086-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"947","Normal/Others","WS/MP190/2023-2024/2090-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"948","Normal/Others","WS/MP190/2023-2024/2089-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"949","Normal/Others","WS/MP190/2023-2024/36991-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","29-Feb-2024","243000"
"950","Normal/Others","WS/MP190/2023-2024/36990-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","29-Feb-2024","243000"
"951","Normal/Others","WS/MP190/2023-2024/36989-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","29-Feb-2024","243000"
"952","Normal/Others","WS/MP190/2023-2024/36988-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","29-Feb-2024","243000"
"953","Normal/Others","WS/MP190/2023-2024/36987-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","29-Feb-2024","243000"
"954","Normal/Others","WS/MP190/2023-2024/36986-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","29-Feb-2024","243000"
"955","Normal/Others","WS/MP190/2023-2024/36999-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","29-Feb-2024","243000"
"956","Normal/Others","WS/MP190/2023-2024/36998-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","243000"
"957","Normal/Others","WS/MP190/2023-2024/36997-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","243000"
"958","Normal/Others","WS/MP190/2023-2024/36996-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","243000"
"959","Normal/Others","WS/MP190/2023-2024/36995-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","243000"
"960","Normal/Others","WS/MP190/2023-2024/36994-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","243000"
"961","Normal/Others","WS/MP190/2023-2024/36993-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","243000"
"962","Normal/Others","WS/MP190/2023-2024/36992-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","243000"
"963","Normal/Others","WS/MP190/2023-2024/37005-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","243000"
"964","Normal/Others","WS/MP190/2023-2024/37004-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","243000"
"965","Normal/Others","WS/MP190/2023-2024/37003-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","243000"
"966","Normal/Others","WS/MP190/2023-2024/37002-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","243000"
"967","Normal/Others","WS/MP190/2023-2024/37001-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","243000"
"968","Normal/Others","WS/MP190/2023-2024/37000-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","243000"
"969","Normal/Others","WS/MP190/2023-2024/37107-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","243000"
"970","Normal/Others","WS/MP190/2023-2024/37106-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","243000"
"971","Normal/Others","WS/MP190/2023-2024/37105-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","243000"
"972","Normal/Others","WS/MP190/2023-2024/37104-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","243000"
"973","Normal/Others","WS/MP190/2023-2024/37103-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","243000"
"974","Normal/Others","WS/MP190/2023-2024/37116-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","243000"
"975","Normal/Others","WS/MP190/2023-2024/37115-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","243000"
"976","Normal/Others","WS/MP190/2023-2024/37114-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","243000"
"977","Normal/Others","WS/MP190/2023-2024/37113-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","243000"
"978","Normal/Others","WS/MP190/2023-2024/37112-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","02-Mar-2024","243000"
"979","Normal/Others","WS/MP190/2023-2024/37111-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","02-Mar-2024","243000"
"980","Normal/Others","WS/MP190/2023-2024/37110-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","02-Mar-2024","243000"
"981","Normal/Others","WS/MP190/2023-2024/37109-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","02-Mar-2024","243000"
"982","Normal/Others","WS/MP190/2023-2024/37108-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","02-Mar-2024","243000"
"983","Normal/Others","WS/MP190/2023-2024/37121-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","02-Mar-2024","243000"
"984","Normal/Others","WS/MP190/2023-2024/37120-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","02-Mar-2024","243000"
"985","Normal/Others","WS/MP190/2023-2024/37119-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","02-Mar-2024","243000"
"986","Normal/Others","WS/MP190/2023-2024/37118-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","02-Mar-2024","243000"
"987","Normal/Others","WS/MP190/2023-2024/37117-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","02-Mar-2024","243000"
"988","Normal/Others","WS/MP190/2023-2024/37225-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","02-Mar-2024","243000"
"989","Normal/Others","WS/MP190/2023-2024/37224-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","02-Mar-2024","243000"
"990","Normal/Others","WS/MP190/2023-2024/37223-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","02-Mar-2024","243000"
